Id,SalePrice
2658,87932.32403679972
2718,143319.81073414485
2414,171314.72090273496
1989,129625.74172284102
625,159024.9246594144
333,112608.82264990768
1327,126021.25872130386
858,145185.0133034911
95,202498.71960540855
1568,134824.75404050865
2482,181933.60724000825
1364,106671.23888367647
2584,124342.60809019246
818,230345.86489859328
2673,139921.3720292516
2089,117021.79357722768
1297,120597.75589179323
790,124709.41568017215
2616,134408.8221106368
720,163462.52858990373
222,129080.72760513387
557,105119.12251464909
1148,254407.28420971957
2766,121105.26843105281
534,179991.03368235478
1452,114685.82745464137
630,137645.30034726555
2648,134200.54803850176
125,126604.51170496542
1904,89857.4680401975
1670,116068.8701298232
756,82496.07597209293
717,282233.69902489346
1032,158695.66069617763
852,224300.3248337473
1731,159009.38657532554
2639,101094.15842644437
2071,92334.995347876
1267,100406.84125931349
1851,210223.07487361174
567,139797.7151606374
2439,215728.2605352602
1898,151649.37169449346
647,156921.37748784345
2256,237666.58846059348
979,136704.00491343465
1444,228527.47199146322
2485,118595.08626751463
157,119001.58706516193
88,121226.56901340195
2003,114046.7287041663
186,214139.66761560424
1425,251527.3718780325
2695,137952.65766346027
738,109393.95755606092
395,133073.07997628138
1353,118220.42629608215
1878,129531.35080792097
390,130651.86472787427
1456,247725.02013983845
1103,307932.5071064561
1387,109096.4191734144
2070,128798.97806631587
1199,153103.37382696374
2479,178484.94720791694
501,304711.0837154754
2362,102781.33903697741
1718,215855.32678275107
2188,96710.29543772594
1483,120561.78746161806
2557,82131.19098146539
437,369430.46214630164
2224,125682.97677251828
1628,140491.61524688936
397,137936.36356954277
587,158916.8952910711
971,110256.21890321688
2611,122057.40162373836
1887,93439.25146674173
2399,337661.3863434027
2148,216189.56927874853
304,107525.2882358279
1997,145945.91175969614
2817,121193.30204775618
1431,164604.8611057414
427,388700.6595257793
263,114188.40374093418
598,154802.94596121943
2895,226675.31487542595
687,132532.91552012367
1822,126203.08003461825
2191,110798.79036564974
179,139426.8569490919
1009,194838.06030772964
2010,131234.59013436112
1991,123086.34277443675
1411,144124.070204109
1721,232653.01911750273
1144,208120.9206194518
593,200278.62821075448
575,301112.83318792796
1249,131526.56771890074
1604,120985.28015635943
1064,421091.7526849032
1923,127393.797629168
1988,99629.86557256768
2325,156411.54885598083
114,174316.25809702196
2700,110732.29087681585
217,87559.68267588477
343,137492.49282371864
386,233390.29212343763
2005,115366.29358521989
2908,112064.56836258147
1814,240669.8193971091
2446,453768.44771831145
208,159655.37979141658
1679,119505.54306307665
822,330177.32842779544
6,159159.38173703605
1781,378844.85228860355
2397,274706.6767949186
2340,284496.1154610652
